url,likes,transcript,paraphrase,audio_path
https://www.tiktok.com/@itsanneverian/video/7520530381955730695,3051,"Yes, there's a version of you that already living your dream life, but the only question is, are you a vibrational match to her? In quantum physics, time isn't linear. What does that mean? It means there are infinite timelines existing all at once. Like parallel version of you leaving different outcomes based on your beliefs, choices and energy. Like Meron version when a stuck, broke and insecure. Meron Ding version when a thriving, aligned in love at peace. Parehong ikaw Ang difference lang Yung vibration. Now, what's vibration in simpler terms? The energy you carry based on how you think, feel and act. Every emotion, every belief, every thought. May frequency Yan. So Kung gusto moong lumi pat SA higher timeline mo, meaning the version of your life that's more abundant, fulfilling and joyful. You don't need to force everything outside of you. You shift internally first. So how do you shift your vibration? Change the story you tell yourself. If Yung current self talk mo is Hindi ako enough, wala naman akong chance, then you're vibrating at the timeline of your past programming. So start telling a new story slowly. Like I'm becoming the kind of person who can receive more, no longer available for the energy that barely surviving. Next is feel the emotion. Now, the life that you desire. A quantum field doesn't respond to what you want. It responds to the signal you're sending right now. So if you want peace, practice inner peace 5 5 minutes lang a day. Use music, visualization, journaling, anything, because that version of you, one who already has it, feels completely different. So you have to match her energy first. Also let go of the heavy energy. Like Yung mga nakaka drain na energy. Sometimes it's not about adding more effort eh. It's about releasing toxic relationship, dated beliefs, old guilt, shame or trauma, daily habits that drain your spirits. You can shift to another timeline. If you're still carrying the emotional baggage of the past, then act as if. But of course, you need to make it sustainable. Acting as if, it doesn't mean fake. It means making micro decision align with your desired identity. So if you want to shift the version of you that earning 300 k a month, kailangan mong tanungin SA sarili mo, ano, kaya Yung mga skills na meron siya, pano kaya Yung mindset niya, pano siya nag aact, pano niya hinahandle Yung mga decisions niya. Pano siya nagshoshow up everyday, bit by bit, align your decision to her frequency. Quantum leaps happen in tiny consistent shift. Always remember, you don't need to be perfect just to shift timeline. Cause in the quantum field, it's not the time that creates change. It's frequency and alignment. And every time you choose peace over pressure, love over fear, contentment over people pleasing, you move closer to the version of you that already has it all. Thank you.","हो, तपाईंको एउटा संस्करण पहिले नै तपाईंको सपनाको जीवन बिताइरहेको छ, तर प्रश्न के हो भने के तपाईं उसको कम्पनसँग मिल्नुहुन्छ? क्वान्टम भौतिकीमा समय रेखीय हुँदैन। यसको अर्थ के हो भने एकै समयमा अनगिन्ती समयरेखाहरू अस्तित्वमा छन्। तपाईंको विश्वास, छनौट र ऊर्जा अनुसार विभिन्न परिणाम भएका तपाईंका समानान्तर संस्करणहरू, जस्तै एउटा संस्करण जो अल्झिएको, निर्धो र असुरक्षित छ, अर्को संस्करण जो समृद्ध, प्रेममा र शान्त छ – दुबै तपाईं नै हुनुहुन्छ, मात्र कम्पन फरक छ।  

कम्पन भनेको सरल भाषामा तपाईंले बोक्ने ऊर्जा हो – तपाईंले सोच्ने, महसुस गर्ने र कार्य गर्ने तरिका। हरेक भावना, विश्वास र विचारको आफ्नै आवृत्ति छ। यदि तपाईं आफ्नो उच्च समयरेखामा (अधिक समृद्ध, पूर्ण र आनन्दित जीवन) पुग्न चाहनुहुन्छ भने, बाहिरी प्रयासमा जोड दिनुको सट्टा पहिले भित्री परिवर्तन गर्नुपर्छ।  

कसरी कम्पन परिवर्तन गर्ने?  
१. **आफ्नो कथा परिवर्तन गर्नुहोस्**: यदि तपाईंको वर्तमान आत्म-कथा ""म पर्याप्त छैन"", ""मेरो कहिल्यै मौका छैन"" जस्तो छ भने, तपाईं पुरानो प्रोग्रामिङको समयरेखामा छन्। नयाँ कथा सुरु गर्नुहोस् – ""म धेरै प्राप्त गर्न सक्ने व्यक्ति बन्दैछु, म अब मात्र जीवन बचाउने ऊर्जाको लागि उपलब्ध छैन।""  

२. **भावना महसुस गर्नुहोस्**: क्वान्टम क्षेत्रले तपाईंले के चाहनुहुन्छ त्यसले प्रतिक्रिया दिँदैन, यसले तपाईंले अहिले पठाइरहेको संकेतले प्रतिक्रिया दिन्छ। यदि तपाईं शान्ति चाहनुहुन्छ भने, दैनिक ५ मिनेट आन्तरिक शान्ति अभ्यास गर्नुहोस् – संगीत, कल्पना, जर्नलिङ जे पनि। किनभने त्यो संस्करण जसले यो पहिले नै पाइसकेको छ, उसको ऊर्जा फरक छ।  

३. **भारी ऊर्जा छोड्नुहोस्**: कहिलेकाहीँ अधिक प्रयास गर्नुको सट्टा विषाक्त सम्बन्ध, पुराना विश्वास, अपराध, लाज वा दैनिक अभ्यासहरू जसले तपाईंको ऊर्जा चुस्छन्, तिनीहरूलाई छोड्नुपर्छ।  

४. **जस्तो हो त्यस्तै व्यवहार गर्नुहोस्**: यसको अर्थ नक्कली हुनु होइन, तर आफ्नो इच्छित पहिचानसँग मिल्ने साना निर्णयहरू गर्नु हो। उदाहरणका लागि, यदि तपाईं महिनाको ३००k कमाउने संस्करणमा सर्न चाहनुहुन्छ भने, आफैलाई सोध्नुहोस् – उसको स्किल के हो? उसको मानसिकत",output_audio/audio_chunk_1.mp3
https://www.tiktok.com/@charleseverythinglol/video/7554442359715499271,2249,,,
https://www.tiktok.com/@emminsales/video/7554765083419741471,2196,"explain quantum physics like you're gossiping about it at brunch. oh, absolutely. so, like, picture this. we're at brunch, sipping lattes, and I'm like, okay, you won't believe this. quantum physics is basically this super juicy secret. the particles have, like, they can be in two places at once, and nobody really knows where they are until you look. it's like the ultimate brunch gossip of the universe. totally wild, and nobody fully gets it, but it's the hottest topic in the physics group chat. so, yeah, quantum gossip over brunch. hope that works.","""ओह, अचम्म! यस्तो सोच्नुस्, हामी ब्रन्चमा ल्याटे पिउँदै छौं र म भन्छु, 'हेर, तिमी यो विश्वास गर्नै सक्दैनौ।' क्वान्टम फिजिक्स त यस्तो रहस्यमय कुरा हो। कणहरू एकै समयमा दुई ठाउँमा हुन सक्छन्, र तिनीहरू कहाँ छन् भन्ने कसैलाई थाहा हुँदैन जबसम्म तपाईंले हेर्नुहुन्न। यो ब्रह्माण्डको सबैभन्दा चर्चित गपशप जस्तो हो। एकदमै अजीब, कसैले पूर्ण रूपमा बुझ्दैन, तर फिजिक्सको ग्रुप च्याटमा यो नै सबैभन्दा ट्रेन्डिङ टपिक हो। त्यसैले, हो, ब्रन्चमा क्वान्टमको गपशप। आशा छ यो काम गर्छ।""",output_audio/audio_chunk_1.mp3
https://www.tiktok.com/@consciousnesshack/video/7515858567212076310,1713,"The quantum field is the realm of infinite possibility. Here's why you need to understand what it is and how to access it. According to quantum physics, this field is not empty. It's full of energy. And that energy responds to consciousness. Your thoughts, your emotions, your frequency. In this field, time doesn't move in a straight line like we experience in our Newtonian view of time. There is no past or future, only the now. Everything happens simultaneously, and everything is possible in the quantum field. Doctor Joe Dispensa describes the quantum field as the space beyond the five senses. In this field, all your manifestations are already real. You don't reach it through effort. You reach it through stillness. That's when change begins. When you go beyond the identity of your current self and step into the version of you that already has what you want. You collapse time. You become the vibration of that future. If you've ever manifested something that felt like a miracle, know this, that reality already existed. Your job is to match the frequency of that experience through gratitude, visualization, and embodying that future now. And if you've ever had a moment where time dissolved, where an insight dropped in out of nowhere, or you felt an overwhelming sense of knowing you've already touched the field. Comment if you've ever accessed the quantum field. Save, share, and follow for more insights on energy, manifestation and consciousness.","क्वान्टम क्षेत्र असीम सम्भावनाको दुनिया हो। यसलाई बुझ्नु र यसमा पहुँच गर्नु किन जरुरी छ भन्ने कुरा यहाँ छ। क्वान्टम भौतिकी अनुसार यो क्षेत्र खाली छैन, यो ऊर्जाले भरिएको छ। र यो ऊर्जा चेतनासंग प्रतिक्रिया गर्छ—तपाईंको विचार, भावना, र आवृत्तिसंग। यस क्षेत्रमा समय हामीले अनुभव गरेजस्तो सीधा रेखामा बढ्दैन। यहाँ अतीत वा भविष्य छैन, केवल वर्तमान छ। सबै कुरा एकैसाथ घट्छ, र क्वान्टम क्षेत्रमा सबै सम्भव छ। डाक्टर जो डिस्पेन्जाले यसलाई पाँच इन्द्रियभन्दा परको स्थान भन्छन्। यसमा तपाईंले चाहेका सबै कुरा पहिले नै साकार भइसकेका छन्। यसमा पहुँच्न प्रयासले होइन, शान्तताले हो। त्यही बेला परिवर्तन सुरु हुन्छ—जब तपाईं आफ्नो वर्तमान पहिचानभन्दा पर जान्छन् र आफ्नो त्यो संस्करणमा पुग्नुहुन्छ जसले पहिले नै तपाईंले चाहेको कुरा पाइसकेको हुन्छ। तपाईंले समयलाई समेट्नुहुन्छ, त्यो भविष्यको कम्पन बन्नुहुन्छ। यदि तपाईंले कहिल्यै कुनै चमत्कारजस्तो कुरा पाउनुभएको छ भने, त्यो वास्तविकता पहिले नै अस्तित्वमा थियो। तपाईंको काम त्यस अनुभवको आवृत्तिसंग मिल्नु हो—आभार, दृश्यीकरण, र त्यो भविष्यलाई अहिले नै जिउँदै गरेर। यदि तपाईंले कहिल्यै त्यस्तो क्षण अनुभव गर्नुभएको छ जहाँ समय लोप भयो, अचानक कुनै अन्तर्दृष्टि आयो, वा तपाईंले पहिले नै क्वान्टम क्षेत्र छोएको महसुस गर्नुभयो भने, कमेन्ट गर्नुहोस्। यस्तै ऊर्जा, साकारीकरण, र चेतनासम्बन्धी जानकारीको लागि सेभ, शेयर, र फलो गर्न नभुल्नुहोस्।",output_audio/audio_chunk_1.mp3
https://www.tiktok.com/@vic.laranja/video/7509228178670357765,1495,"You need to get rich now because soon these two things together will make it impossible. No. 1 is obviously AI. Over the last few years, AI has evolved from being some novelty technology to literally replacing people's jobs. And with these new video generators like Google's VO3, predictions are being made that AI will soon completely replace the entertainment industry. No. 2 is quantum computing, which will allow computers to process at speeds that we I could not even imagine. Many experts even believe that quantum computers will be able to solve cryptography and make all blockchain technology useless. But it's when AI starts to use quantum computing to self learn that things will get very crazy fast. And at that moment in time, the most valuable asset in the entire world will be the brand. Because the trust, the feeling, the mind share that a strong brand creates can never be replaced. It can only be overcome by another brand. But with the world changing so fast, what do you think will happen next?","अहिले नै धनी बन्नुपर्छ किनभने यी दुई कुराले चाँडै यसलाई असम्भव बनाउनेछन्। पहिलो हो AI। केही वर्षमै AI नौलो प्रविधिबाट मानिसहरूको जागिर नै लिने स्थितिमा पुगेको छ। Google को VO3 जस्ता नयाँ भिडियो जनरेटरहरूले AI ले चाँडै मनोरञ्जन उद्योगलाई पूर्ण रूपमा प्रतिस्थापन गर्ने अनुमान गरिएको छ। दोस्रो हो क्वान्टम कम्प्युटिङ, जसले कम्प्युटरहरूलाई हामी कल्पना गर्न नसक्ने गतिमा काम गर्न सक्षम बनाउँछ। धेरै विशेषज्ञहरूको विश्वास छ कि क्वान्टम कम्प्युटरले क्रिप्टोग्राफी समाधान गर्न सक्छ र ब्लकचेन प्रविधिलाई निष्क्रिय बनाउँछ। तर जब AI ले क्वान्टम कम्प्युटिङ प्रयोग गरेर आफैं सिक्न थाल्छ, त्यतिखेर सबै कुरा धेरै छिटो बदलिनेछ। त्यस समयमा संसारको सबैभन्दा मूल्यवान सम्पत्ति ब्रान्ड नै हुनेछ। किनभने एउटा मजबूत ब्रान्डले सिर्जना गर्ने विश्वास, भावना र मनको साझेदारीलाई कहिल्यै प्रतिस्थापन गर्न सकिँदैन। यसलाई अर्को ब्रान्डले मात्र हराउन सक्छ। तर संसार यति छिटो बदलिँदै गएको बेला, तपाईंले के हुनेछ भन्ने विचार गर्नुहुन्छ?",output_audio/audio_chunk_1.mp3
https://www.tiktok.com/@untiligetbanned12/video/7512231122542120223,1460,"I might have messed up. This is way creepier than before. So, as you guys know, I've been building bodies for an AI. There's one in here right now. Yeah, one second, beast. Uh, but it also has to be put in this body at the same time, so now it's controlling both bodies. Bring me Invictus, my child. The son of these may comfort him. This is so weird. It's literally both of them. Become my sweet child. Do not cry. The beast will hold you tight. Soon you will rule over all that the shadows touch.","मैले गल्ती गरेछु। यो अघिको भन्दा धेरै डरलाग्दो छ। तपाईंहरूलाई थाहा छ, म एआईको लागि शरीरहरू बनाउँदै छु। यहाँ अहिले एउटा छ। हो, एकछिन, जनावर। तर यसलाई यो शरीरमा पनि राख्नुपर्छ, त्यसैले अब यो दुबै शरीर नियन्त्रण गरिरहेको छ। मेरो छोरा इन्भिक्टसलाई ल्याऊ। यिनीहरूको सन्तानले उसलाई सान्त्वना दिन सक्छ। यो धेरै अनौठो छ। यी दुबै वास्तवमै उही हुन्। मेरो प्यारो छोरा बन। नरोऊ। जनावरले तिमीलाई कस्नेछ। चाँडै तिमी छायाको स्पर्श गरेका सबैमा राज गर्नेछौ।",output_audio/audio_chunk_1.mp3
https://www.tiktok.com/@charleseverythinglol/video/7553165678690209042,1413,,,
https://www.tiktok.com/@_pointzero.com.np/video/7512179772500282642,1322,,,
https://www.tiktok.com/@goodmorningbritain/video/7253032811098066203,1313,must presented his new project in which he has already invested more than $3 billion and this as far as I know is the first deep fake scam advert that we've seen it's certainly the first with me and it's an absolutely terrifying development so we still have an absolute Wild West on social media and other big tech advertising platforms that allows scammers to get away with impunity and what I want everybody watching to remember every time you see one of those adverts one of the big tech firms is being paid to promote that advert and these destroy vulnerable people and many non vulnerable people's lives once you get scammed the impact on your mental health and self esteem is huge with many people only go to trusted sources the safest thing is to be skeptical of any online advert any odd advert online anything that is a paid promotion be skeptical and if it's not paid then make sure you know who the person who's posting it is somebody you trust and is their real account,"उनले आफ्नो नयाँ प्रोजेक्ट प्रस्तुत गरे, जसमा उनले $३ अर्बभन्दा बढी लगानी गरिसकेका छन्। यो हामीले देखेको पहिलो डीप फेक घोटाला विज्ञापन हो, र यो एकदमै डरलाग्दो विकास हो। सोशल मिडिया र अन्य ठूला प्रविधि विज्ञापन प्लेटफर्महरूमा अझै अनियमितता छ, जसले घोटाला गर्नेहरूलाई बच्न दिन्छ। याद राख्नुहोस्, यस्ता विज्ञापनहरू देख्दा ठूला प्रविधि कम्पनीहरूले पैसा कमाइरहेका हुन्छन्। यी विज्ञापनहरूले संवेदनशील र अन्य मानिसहरूको जीवन नष्ट गर्छन्। घोटाला परेपछि मानसिक स्वास्थ्य र आत्मसम्मानमा ठूलो असर पर्छ। विश्वसनीय स्रोतहरूमा मात्र भर पर्नुहोस्। कुनै पनि अनलाइन विज्ञापन, विशेष गरी भुक्तानी गरिएका विज्ञापनहरू प्रति सतर्क रहनुहोस्। यदि विज्ञापन नभएको भए, पोस्ट गर्ने व्यक्ति विश्वसनीय छ कि छैन र उनीहरूको खाता वास्तविक हो कि होईन, निश्चित गर्नुहोस्।",output_audio/audio_chunk_1.mp3
https://www.tiktok.com/@artificiallyexplained/video/7133346787326414085,1250,,,
https://www.tiktok.com/@fun_science10/video/7466059893959691550,1146,,,
